"V1" "V4"
"ENSG00000124207" 16
"ENSG00000104499" 12
"ENSG00000186812" 10
"ENSG00000197045" 5
"ENSG00000112062" 6
"ENSG00000114450" 8
"ENSG00000197312" 7
"ENSG00000203783" 7
"ENSG00000062485" 7
"ENSG00000112699" 5
"ENSG00000256683" 16
"ENSG00000149761" 5
"ENSG00000159685" 5
"ENSG00000137288" 3
"ENSG00000177917" 4
"ENSG00000100368" 26
"ENSG00000198223" 17
"ENSG00000060558" 8
"ENSG00000175170" 6
"ENSG00000078369" 9
"ENSG00000126950" 2
"ENSG00000128266" 11
"ENSG00000133067" 23
"ENSG00000134183" 10
"ENSG00000254440" 1
"ENSG00000254206" 2
"ENSG00000171509" 25
"ENSG00000171209" 6
"ENSG00000114349" 3
"ENSG00000135222" 4
"ENSG00000087460" 20
"ENSG00000126545" 9
"ENSG00000103653" 6
"ENSG00000156052" 7
"ENSG00000204414" 8
"ENSG00000087258" 11
"ENSG00000213218" 2
"ENSG00000141404" 14
"ENSG00000136488" 2
"ENSG00000065135" 14
"ENSG00000119535" 21
"ENSG00000071889" 6
"ENSG00000163249" 1
"ENSG00000183631" 22
"ENSG00000038427" 98
"ENSG00000167083" 3
"ENSG00000127928" 2
"ENSG00000204435" 6
"ENSG00000127920" 4
"ENSG00000242616" 1
"ENSG00000070770" 5
"ENSG00000101266" 7
"ENSG00000176533" 1
"ENSG00000151292" 13
"ENSG00000174021" 2
"ENSG00000133275" 9
"ENSG00000168243" 3
"ENSG00000213923" 11
"ENSG00000141551" 5
"ENSG00000111664" 6
"ENSG00000113712" 8
"ENSG00000172354" 8
"ENSG00000101974" 27
"ENSG00000203930" 2
"ENSG00000170367" 6
"ENSG00000101441" 9
"ENSG00000101439" 4
"ENSG00000170373" 6
"ENSG00000183048" 4
"ENSG00000135677" 9
"ENSG00000109163" 6
"ENSG00000175183" 2
"ENSG00000125787" 1
"ENSG00000159176" 5
"ENSG00000173546" 53
"ENSG00000130287" 36
"ENSG00000204590" 9
"ENSG00000183072" 9
"ENSG00000176102" 14
"ENSG00000101811" 7
"ENSG00000101138" 4
"ENSG00000160213" 3
"ENSG00000121552" 2
"ENSG00000175315" 3
"ENSG00000044115" 19
"ENSG00000163599" 7
"ENSG00000116761" 8
"ENSG00000150281" 1
"ENSG00000215372" 10
"ENSG00000175029" 5
"ENSG00000159692" 7
"ENSG00000117151" 6
"ENSG00000178233" 16
"ENSG00000168036" 137
"ENSG00000040531" 6
"ENSG00000066032" 71
"ENSG00000274026" 1
"ENSG00000244693" 1
"ENSG00000203907" 6
"ENSG00000168939" 13
"ENSG00000133226" 12
"ENSG00000159261" 6
"ENSG00000135702" 14
"ENSG00000206395" 6
"ENSG00000168264" 14
"ENSG00000198398" 6
"ENSG00000171517" 8
"ENSG00000113761" 3
"ENSG00000102931" 6
"ENSG00000159339" 14
"ENSG00000107937" 19
"ENSG00000136158" 5
"ENSG00000164056" 5
"ENSG00000115145" 9
"ENSG00000125257" 38
"ENSG00000142675" 15
"ENSG00000204381" 12
"ENSG00000174485" 29
"ENSG00000179083" 12
"ENSG00000143368" 8
"ENSG00000140749" 5
"ENSG00000152766" 4
"ENSG00000153904" 3
"ENSG00000178338" 13
"ENSG00000204612" 8
"ENSG00000167797" 5
"ENSG00000131477" 3
"ENSG00000176842" 13
"ENSG00000132329" 2
"ENSG00000084073" 13
"ENSG00000113638" 4
"ENSG00000144406" 109
"ENSG00000123992" 7
"ENSG00000100003" 6
"ENSG00000148690" 7
"ENSG00000008735" 22
"ENSG00000100320" 8
"ENSG00000188760" 10
"ENSG00000100095" 48
"ENSG00000158552" 1
"ENSG00000185344" 13
"ENSG00000105467" 8
"ENSG00000239961" 12
"ENSG00000157823" 3
"ENSG00000136485" 2
"ENSG00000172348" 9
"ENSG00000010626" 7
"ENSG00000188282" 20
"ENSG00000102854" 24
"ENSG00000068831" 15
"ENSG00000128606" 15
"ENSG00000121073" 5
"ENSG00000125944" 12
"ENSG00000239779" 6
"ENSG00000102738" 3
"ENSG00000100302" 13
"ENSG00000156345" 6
"ENSG00000220008" 9
"ENSG00000106302" 14
"ENSG00000106025" 9
"ENSG00000099282" 5
"ENSG00000197563" 19
"ENSG00000143553" 4
"ENSG00000132471" 5
"ENSG00000186399" 2
"ENSG00000149124" 14
"ENSG00000198173" 49
"ENSG00000125637" 19
"ENSG00000197584" 9
"ENSG00000136436" 8
"ENSG00000196862" 11
"ENSG00000136933" 8
"ENSG00000171723" 18
"ENSG00000112337" 11
"ENSG00000188542" 1
"ENSG00000126768" 4
"ENSG00000232263" 4
"ENSG00000172336" 2
"ENSG00000181804" 18
"ENSG00000132541" 2
"ENSG00000180448" 18
"ENSG00000114331" 16
"ENSG00000162702" 13
"ENSG00000175505" 2
"ENSG00000143797" 9
"ENSG00000205442" 16
"ENSG00000270672" 3
"ENSG00000165650" 21
"ENSG00000142541" 3
"ENSG00000156650" 33
"ENSG00000099991" 22
"ENSG00000167978" 45
"ENSG00000144677" 5
"ENSG00000116690" 28
"ENSG00000139187" 5
"ENSG00000171819" 1
"ENSG00000137312" 5
"ENSG00000255633" 3
"ENSG00000197579" 13
"ENSG00000115233" 5
"ENSG00000162910" 2
"ENSG00000270188" 1
"ENSG00000123136" 5
"ENSG00000205927" 6
"ENSG00000165584" 5
"ENSG00000181704" 7
"ENSG00000182070" 15
"ENSG00000100156" 4
"ENSG00000163793" 8
"ENSG00000173626" 18
"ENSG00000112992" 23
"ENSG00000108960" 3
"ENSG00000185686" 14
"ENSG00000141506" 21
"ENSG00000064419" 16
"ENSG00000065457" 6
"ENSG00000135823" 7
"ENSG00000109736" 10
"ENSG00000167186" 4
"ENSG00000156398" 7
"ENSG00000135414" 2
"ENSG00000269028" 2
"ENSG00000173334" 7
"ENSG00000261787" 4
"ENSG00000180855" 15
"ENSG00000143167" 14
"ENSG00000105355" 12
"ENSG00000153283" 19
"ENSG00000060709" 65
"ENSG00000075568" 36
"ENSG00000165164" 89
"ENSG00000197147" 11
"ENSG00000133985" 6
"ENSG00000101346" 6
"ENSG00000146122" 27
"ENSG00000072121" 38
"ENSG00000204334" 3
"ENSG00000159256" 22
"ENSG00000170509" 8
"ENSG00000104635" 7
"ENSG00000048991" 21
"ENSG00000139223" 8
"ENSG00000134330" 5
"ENSG00000145283" 6
"ENSG00000180901" 2
"ENSG00000095319" 30
"ENSG00000178691" 12
"ENSG00000180900" 28
"ENSG00000164808" 19
"ENSG00000204977" 3
"ENSG00000149573" 6
"ENSG00000132952" 25
"ENSG00000132849" 46
"ENSG00000173812" 5
"ENSG00000135698" 3
"ENSG00000100867" 9
"ENSG00000172113" 2
"ENSG00000134326" 6
"ENSG00000102898" 1
"ENSG00000064989" 20
"ENSG00000144535" 14
"ENSG00000253148" 12
"ENSG00000171136" 3
"ENSG00000117569" 9
"ENSG00000163795" 8
"ENSG00000188886" 13
"ENSG00000162624" 14
"ENSG00000160961" 12
"ENSG00000116117" 25
"ENSG00000163995" 20
"ENSG00000055211" 3
"ENSG00000092871" 4
"ENSG00000123307" 32
"ENSG00000107816" 9
"ENSG00000165553" 3
"ENSG00000104885" 20
"ENSG00000124003" 9
"ENSG00000162298" 12
"ENSG00000160469" 20
"ENSG00000184384" 20
"ENSG00000131242" 16
"ENSG00000147234" 23
"ENSG00000163467" 3
"ENSG00000164440" 22
"ENSG00000233608" 6
"ENSG00000173699" 10
"ENSG00000114124" 14
"ENSG00000160606" 6
"ENSG00000170903" 8
"ENSG00000165895" 13
"ENSG00000182218" 24
"ENSG00000239713" 6
"ENSG00000061794" 6
"ENSG00000198286" 46
"ENSG00000066651" 7
"ENSG00000167555" 19
"ENSG00000197177" 30
"ENSG00000151748" 4
"ENSG00000182359" 17
"ENSG00000132702" 6
"ENSG00000143125" 4
"ENSG00000179178" 8
"ENSG00000177468" 7
"ENSG00000115665" 21
"ENSG00000012660" 2
"ENSG00000115514" 2
"ENSG00000179981" 19
"ENSG00000150556" 4
"ENSG00000181852" 4
"ENSG00000249581" 8
"ENSG00000185238" 10
"ENSG00000187123" 5
"ENSG00000214160" 5
"ENSG00000214510" 9
"ENSG00000203667" 4
"ENSG00000142449" 73
"ENSG00000145794" 27
"ENSG00000168792" 11
"ENSG00000152404" 23
"ENSG00000051825" 25
"ENSG00000149313" 3
"ENSG00000131467" 5
"ENSG00000172987" 21
"ENSG00000149201" 21
"ENSG00000157890" 18
"ENSG00000124383" 8
"ENSG00000215251" 11
"ENSG00000188827" 28
"ENSG00000137500" 7
"ENSG00000171872" 21
"ENSG00000196290" 5
"ENSG00000138621" 4
"ENSG00000215041" 21
"ENSG00000166432" 12
"ENSG00000188883" 11
"ENSG00000214513" 7
"ENSG00000144214" 6
"ENSG00000139865" 57
"ENSG00000158411" 4
"ENSG00000186335" 10
"ENSG00000103175" 4
"ENSG00000143891" 7
"ENSG00000184828" 17
"ENSG00000165644" 2
"ENSG00000198945" 15
"ENSG00000203965" 10
"ENSG00000196233" 47
"ENSG00000165724" 4
"ENSG00000165443" 8
"ENSG00000183733" 2
"ENSG00000243943" 9
"ENSG00000144579" 5
"ENSG00000146857" 14
"ENSG00000073737" 8
"ENSG00000205089" 6
"ENSG00000152454" 16
"ENSG00000120158" 6
"ENSG00000120896" 15
"ENSG00000171574" 8
"ENSG00000180532" 20
"ENSG00000221883" 8
"ENSG00000142632" 9
"ENSG00000132432" 2
"ENSG00000100029" 8
"ENSG00000088451" 5
"ENSG00000104660" 4
"ENSG00000100528" 4
"ENSG00000009694" 73
"ENSG00000076053" 3
"ENSG00000003756" 15
"ENSG00000004534" 20
"ENSG00000145685" 4
"ENSG00000217128" 21
"ENSG00000162882" 5
"ENSG00000127603" 118
"ENSG00000166743" 28
"ENSG00000172828" 12
"ENSG00000100307" 4
"ENSG00000135547" 6
"ENSG00000240505" 12
"ENSG00000183684" 5
"ENSG00000061938" 32
"ENSG00000139793" 3
"ENSG00000138443" 15
"ENSG00000116237" 4
"ENSG00000181873" 10
"ENSG00000100116" 6
"ENSG00000183741" 13
"ENSG00000155729" 10
"ENSG00000221890" 11
"ENSG00000094916" 4
"ENSG00000118482" 43
"ENSG00000167110" 15
"ENSG00000136935" 11
"ENSG00000234444" 14
"ENSG00000154262" 35
"ENSG00000154265" 22
"ENSG00000164683" 11
"ENSG00000136040" 29
"ENSG00000115816" 26
"ENSG00000105808" 1
"ENSG00000125166" 6
"ENSG00000130726" 21
"ENSG00000120053" 7
"ENSG00000162366" 3
"ENSG00000173230" 67
"ENSG00000008311" 24
"ENSG00000144674" 40
"ENSG00000090615" 31
"ENSG00000182220" 10
"ENSG00000198585" 5
"ENSG00000197416" 3
"ENSG00000139679" 6
"ENSG00000152767" 20
"ENSG00000158195" 11
"ENSG00000206384" 72
"ENSG00000111684" 5
"ENSG00000105755" 4
"ENSG00000103485" 6
"ENSG00000141867" 26
"ENSG00000140612" 3
"ENSG00000136003" 4
"ENSG00000163382" 3
"ENSG00000205186" 7
"ENSG00000203618" 4
"ENSG00000185245" 9
"ENSG00000175793" 4
"ENSG00000067167" 7
"ENSG00000131375" 9
"ENSG00000004864" 13
"ENSG00000167588" 8
"ENSG00000140835" 10
"ENSG00000183856" 28
"ENSG00000112584" 19
"ENSG00000063660" 5
"ENSG00000102743" 8
"ENSG00000140264" 4
"ENSG00000169704" 11
"ENSG00000186448" 20
"ENSG00000178732" 15
"ENSG00000169347" 19
"ENSG00000144119" 5
"ENSG00000150625" 16
"ENSG00000112293" 17
"ENSG00000105220" 9
"ENSG00000124103" 4
"ENSG00000115159" 11
"ENSG00000206527" 5
"ENSG00000173578" 10
"ENSG00000177464" 20
"ENSG00000181773" 5
"ENSG00000184451" 8
"ENSG00000046653" 4
"ENSG00000171793" 9
"ENSG00000119973" 8
"ENSG00000186810" 8
"ENSG00000169862" 66
"ENSG00000125522" 13
"ENSG00000198561" 24
"ENSG00000183729" 9
"ENSG00000146360" 12
"ENSG00000131080" 13
"ENSG00000117984" 12
"ENSG00000164733" 7
"ENSG00000154165" 7
"ENSG00000141086" 5
"ENSG00000181408" 4
"ENSG00000168925" 3
"ENSG00000132975" 15
"ENSG00000135047" 6
"ENSG00000172209" 8
"ENSG00000143387" 7
"ENSG00000188394" 1
"ENSG00000103811" 6
"ENSG00000204882" 14
"ENSG00000100448" 12
"ENSG00000183150" 4
"ENSG00000196188" 17
"ENSG00000125245" 3
"ENSG00000131558" 19
"ENSG00000144230" 9
"ENSG00000106384" 12
"ENSG00000256043" 9
"ENSG00000154478" 20
"ENSG00000170128" 4
"ENSG00000128285" 11
"ENSG00000136943" 9
"ENSG00000147145" 25
"ENSG00000204544" 7
"ENSG00000154639" 7
"ENSG00000168329" 7
"ENSG00000257923" 33
"ENSG00000142511" 6
"ENSG00000101160" 7
"ENSG00000120436" 10
"ENSG00000163527" 13
"ENSG00000172543" 3
"ENSG00000164850" 2
"ENSG00000163131" 10
"ENSG00000170837" 8
"ENSG00000166347" 3
"ENSG00000178623" 10
"ENSG00000171659" 8
"ENSG00000230062" 4
"ENSG00000198055" 11
"ENSG00000144369" 21
"ENSG00000165168" 11
"ENSG00000126262" 9
"ENSG00000051523" 2
"ENSG00000126251" 5
"ENSG00000124215" 20
"ENSG00000008283" 2
"ENSG00000185897" 1
"ENSG00000118707" 10
"ENSG00000126266" 10
"ENSG00000183840" 12
"ENSG00000102539" 7
"ENSG00000170775" 22
"ENSG00000155833" 27
"ENSG00000183035" 53
"ENSG00000198873" 12
"ENSG00000179091" 7
"ENSG00000125388" 18
"ENSG00000164463" 10
"ENSG00000224586" 12
"ENSG00000211445" 3
"ENSG00000176153" 3
"ENSG00000138061" 12
"ENSG00000140505" 11
"ENSG00000167701" 18
"ENSG00000140465" 9
"ENSG00000132522" 12
"ENSG00000169727" 8
"ENSG00000099875" 13
"ENSG00000083799" 25
"ENSG00000198077" 9
"ENSG00000255974" 13
"ENSG00000167468" 1
"ENSG00000125675" 23
"ENSG00000120251" 50
"ENSG00000155511" 61
"ENSG00000138115" 26
"ENSG00000107263" 14
"ENSG00000165841" 24
"ENSG00000115290" 14
"ENSG00000106070" 14
"ENSG00000197408" 18
"ENSG00000141738" 13
"ENSG00000177885" 10
"ENSG00000197838" 17
"ENSG00000160870" 13
"ENSG00000116157" 3
"ENSG00000138109" 27
"ENSG00000168944" 11
"ENSG00000197446" 16
"ENSG00000130649" 19
"ENSG00000163873" 44
"ENSG00000164418" 43
"ENSG00000120306" 1
"ENSG00000171189" 45
"ENSG00000112182" 26
"ENSG00000100197" 7
"ENSG00000030582" 4
"ENSG00000152208" 53
"ENSG00000182771" 54
"ENSG00000108242" 25
"ENSG00000152578" 29
"ENSG00000110880" 14
"ENSG00000035664" 6
"ENSG00000198087" 20
"ENSG00000133606" 15
"ENSG00000075975" 3
"ENSG00000140459" 18
"ENSG00000180432" 19
"ENSG00000167910" 18
"ENSG00000158427" 1
"ENSG00000142973" 23
"ENSG00000242110" 11
"ENSG00000258227" 7
"ENSG00000187048" 15
"ENSG00000106258" 16
"ENSG00000160868" 20
"ENSG00000134716" 14
"ENSG00000100092" 10
"ENSG00000182162" 22
"ENSG00000206203" 4
"ENSG00000269699" 18
"ENSG00000163378" 7
"ENSG00000111012" 10
"ENSG00000135929" 9
"ENSG00000095596" 8
"ENSG00000019186" 11
"ENSG00000174307" 5
"ENSG00000101040" 23
"ENSG00000113108" 10
"ENSG00000137869" 18
"ENSG00000152669" 9
"ENSG00000148795" 10
"ENSG00000185947" 23
"ENSG00000179142" 16
"ENSG00000160882" 22
"ENSG00000176124" 2
"ENSG00000140854" 9
"ENSG00000001630" 13
"ENSG00000080224" 69
"ENSG00000214300" 7
"ENSG00000176774" 17
"ENSG00000101452" 18
"ENSG00000227471" 13
"ENSG00000164442" 5
"ENSG00000075213" 33
"ENSG00000115825" 18
"ENSG00000230797" 8
"ENSG00000123892" 2
"ENSG00000123416" 6
"ENSG00000189157" 10
"ENSG00000144840" 5
"ENSG00000213928" 8
"ENSG00000258947" 10
"ENSG00000162813" 7
"ENSG00000188229" 13
"ENSG00000104833" 14
"ENSG00000155256" 3
"ENSG00000171160" 2
"ENSG00000124508" 9
"ENSG00000111801" 11
"ENSG00000102098" 24
"ENSG00000196074" 53
"ENSG00000154258" 38
"ENSG00000263563" 17
"ENSG00000196652" 15
"ENSG00000116874" 7
"ENSG00000141338" 36
"ENSG00000163645" 13
"ENSG00000158806" 1
"ENSG00000107833" 2
"ENSG00000117758" 5
"ENSG00000091482" 4
"ENSG00000144357" 37
"ENSG00000130147" 21
"ENSG00000182111" 41
"ENSG00000104205" 8
"ENSG00000144339" 13
"ENSG00000140382" 7
"ENSG00000064961" 4
"ENSG00000127528" 6
"ENSG00000107745" 7
"ENSG00000166862" 13
"ENSG00000006116" 16
"ENSG00000132254" 4
"ENSG00000157216" 9
"ENSG00000164049" 5
"ENSG00000014138" 9
"ENSG00000204640" 3
"ENSG00000133265" 6
"ENSG00000182195" 5
"ENSG00000154589" 10
"ENSG00000204595" 9
"ENSG00000038358" 26
"ENSG00000087074" 16
"ENSG00000105223" 9
"ENSG00000258873" 13
"ENSG00000145107" 6
"ENSG00000108825" 7
"ENSG00000257727" 6
"ENSG00000183850" 29
"ENSG00000104938" 6
"ENSG00000179913" 12
"ENSG00000174130" 23
"ENSG00000103066" 6
"ENSG00000186038" 10
"ENSG00000137699" 24
"ENSG00000154485" 18
"ENSG00000196576" 38
"ENSG00000151012" 14
"ENSG00000154263" 31
"ENSG00000149488" 24
"ENSG00000165091" 29
"ENSG00000130943" 40
"ENSG00000114354" 8
"ENSG00000229833" 2
"ENSG00000186439" 45
"ENSG00000006606" 2
"ENSG00000064687" 38
"ENSG00000132274" 16
"ENSG00000188051" 4
"ENSG00000054796" 10
"ENSG00000171864" 10
"ENSG00000169006" 13
"ENSG00000186318" 9
"ENSG00000160753" 13
"ENSG00000142273" 7
"ENSG00000171596" 12
"ENSG00000145901" 9
"ENSG00000183778" 12
"ENSG00000050555" 43
"ENSG00000110719" 14
"ENSG00000115365" 7
"ENSG00000133318" 15
"ENSG00000213024" 8
"ENSG00000011454" 16
"ENSG00000177873" 9
"ENSG00000172888" 8
"ENSG00000164855" 11
"ENSG00000176076" 3
"ENSG00000118298" 10
"ENSG00000025800" 14
"ENSG00000145687" 10
"ENSG00000117448" 6
"ENSG00000101307" 18
"ENSG00000131148" 5
"ENSG00000096006" 9
"ENSG00000185811" 19
"ENSG00000135632" 9
"ENSG00000083750" 7
"ENSG00000239474" 9
"ENSG00000227124" 1
"ENSG00000178172" 5
"ENSG00000163092" 172
"ENSG00000120563" 1
"ENSG00000179796" 14
"ENSG00000124249" 2
"ENSG00000221955" 19
"ENSG00000153130" 3
"ENSG00000102891" 1
"ENSG00000155629" 24
"ENSG00000101460" 3
"ENSG00000146267" 6
"ENSG00000178184" 10
"ENSG00000137166" 15
"ENSG00000099715" 4
"ENSG00000167625" 6
"ENSG00000176771" 73
"ENSG00000229644" 3
"ENSG00000174839" 5
"ENSG00000174840" 10
"ENSG00000174844" 70
"ENSG00000090581" 7
"ENSG00000188517" 31
"ENSG00000162814" 16
"ENSG00000234284" 22
"ENSG00000099995" 16
"ENSG00000072195" 76
"ENSG00000183763" 12
"ENSG00000103507" 7
"ENSG00000160007" 52
"ENSG00000069345" 14
"ENSG00000181847" 4
"ENSG00000149403" 29
"ENSG00000159495" 14
"ENSG00000113580" 19
"ENSG00000115266" 28
"ENSG00000178719" 6
"ENSG00000090316" 7
"ENSG00000105464" 22
"ENSG00000161509" 18
"ENSG00000130669" 8
"ENSG00000273079" 49
"ENSG00000183454" 62
"ENSG00000196570" 4
"ENSG00000176884" 22
"ENSG00000166091" 10
"ENSG00000105737" 18
"ENSG00000128383" 1
"ENSG00000128394" 5
"ENSG00000099999" 3
"ENSG00000152822" 57
"ENSG00000163739" 2
"ENSG00000179603" 51
"ENSG00000196277" 46
"ENSG00000113262" 36
"ENSG00000168959" 53
"ENSG00000124493" 32
"ENSG00000198822" 71
"ENSG00000164082" 16
"ENSG00000105127" 17
"ENSG00000214860" 5
"ENSG00000070404" 5
"ENSG00000019102" 5
"ENSG00000183726" 5
"ENSG00000170291" 4
"ENSG00000165516" 7
"ENSG00000153048" 3
"ENSG00000134443" 10
"ENSG00000163734" 1
"ENSG00000081041" 3
"ENSG00000087495" 25
"ENSG00000179604" 7
"ENSG00000105141" 17
"ENSG00000166946" 1
"ENSG00000166265" 9
"ENSG00000123415" 4
"ENSG00000118007" 40
"ENSG00000063515" 3
"ENSG00000130939" 23
"ENSG00000173848" 6
"ENSG00000132463" 7
"ENSG00000112812" 21
"ENSG00000126010" 14
"ENSG00000100842" 11
"ENSG00000124098" 4
"ENSG00000167004" 9
"ENSG00000153989" 9
"ENSG00000147955" 1
"ENSG00000105829" 2
"ENSG00000184029" 8
"ENSG00000150459" 4
"ENSG00000153015" 13
"ENSG00000177234" 1
"ENSG00000135336" 8
"ENSG00000054277" 4
"ENSG00000124702" 7
"ENSG00000123130" 6
"ENSG00000100105" 8
"ENSG00000162971" 6
"ENSG00000276644" 32
"ENSG00000153071" 13
"ENSG00000082701" 8
"ENSG00000173406" 34
"ENSG00000105723" 8
"ENSG00000148459" 12
"ENSG00000267496" 3
"ENSG00000174106" 13
"ENSG00000051620" 2
"ENSG00000091651" 2
"ENSG00000116752" 2
"ENSG00000145214" 20
"ENSG00000058866" 24
"ENSG00000244067" 5
"ENSG00000131042" 23
"ENSG00000197816" 22
"ENSG00000136267" 45
"ENSG00000243955" 7
"ENSG00000171700" 4
"ENSG00000065357" 12
"ENSG00000100983" 10
"ENSG00000173402" 8
"ENSG00000104687" 9
"ENSG00000196352" 5
"ENSG00000103342" 4
"ENSG00000129562" 2
"ENSG00000148180" 9
"ENSG00000084693" 19
"ENSG00000188937" 14
"ENSG00000167657" 7
"ENSG00000196730" 32
"ENSG00000184492" 1
"ENSG00000112977" 3
"ENSG00000162881" 10
"ENSG00000110887" 21
"ENSG00000170899" 2
"ENSG00000174156" 5
"ENSG00000253719" 1
"ENSG00000092345" 8
"ENSG00000134201" 4
"ENSG00000168765" 5
"ENSG00000204209" 21
"ENSG00000134202" 3
"ENSG00000213366" 6
"ENSG00000118961" 9
"ENSG00000100577" 8
"ENSG00000155368" 3
"ENSG00000123454" 27
"ENSG00000277656" 2
"ENSG00000078725" 43
"ENSG00000084207" 2
"ENSG00000137992" 13
"ENSG00000105516" 5
"ENSG00000137947" 5
"ENSG00000113758" 15
"ENSG00000140307" 2
"ENSG00000165417" 11
"ENSG00000116062" 22
"ENSG00000186197" 10
"ENSG00000221836" 17
"ENSG00000052850" 10
"ENSG00000006744" 13
"ENSG00000129187" 4
"ENSG00000145736" 1
"ENSG00000148826" 2
"ENSG00000163075" 26
"ENSG00000011465" 10
"ENSG00000110768" 12
"ENSG00000189164" 26
"ENSG00000156136" 6
"ENSG00000167969" 7
"ENSG00000188342" 2
"ENSG00000125651" 12
"ENSG00000187323" 87
"ENSG00000197265" 5
"ENSG00000153767" 9
"ENSG00000092051" 17
"ENSG00000204991" 16
"ENSG00000204843" 20
"ENSG00000080166" 18
"ENSG00000263001" 6
"ENSG00000213780" 8
"ENSG00000159640" 44
"ENSG00000111358" 4
"ENSG00000197273" 4
"ENSG00000151632" 4
"ENSG00000152402" 31
"ENSG00000187134" 3
"ENSG00000115207" 15
"ENSG00000132437" 17
"ENSG00000077235" 37
"ENSG00000134574" 9
"ENSG00000167986" 23
"ENSG00000077279" 26
"ENSG00000185024" 4
"ENSG00000122034" 1
"ENSG00000175197" 2
"ENSG00000112599" 4
"ENSG00000048545" 10
"ENSG00000272414" 5
"ENSG00000135829" 23
"ENSG00000169919" 14
"ENSG00000181085" 12
"ENSG00000111644" 10
"ENSG00000105427" 3
"ENSG00000172869" 44
"ENSG00000129128" 5
"ENSG00000110367" 14
"ENSG00000143774" 2
"ENSG00000151806" 10
"ENSG00000171476" 4
"ENSG00000108654" 22
"ENSG00000101890" 29
"ENSG00000131721" 2
"ENSG00000215301" 51
"ENSG00000188321" 18
"ENSG00000079785" 9
"ENSG00000070019" 34
"ENSG00000171135" 4
"ENSG00000144161" 6
"ENSG00000244038" 7
"ENSG00000170270" 2
"ENSG00000067596" 23
"ENSG00000146383" 16
"ENSG00000186049" 12
"ENSG00000164822" 7
"ENSG00000164816" 1
"ENSG00000239839" 8
"ENSG00000100450" 5
"ENSG00000125885" 9
"ENSG00000111713" 31
"ENSG00000167925" 8
"ENSG00000104325" 6
"ENSG00000104812" 5
"ENSG00000184378" 5
"ENSG00000109606" 14
"ENSG00000197465" 4
"ENSG00000166847" 3
"ENSG00000136732" 3
"ENSG00000013573" 9
"ENSG00000250361" 4
"ENSG00000178105" 17
"ENSG00000147535" 6
"ENSG00000163754" 4
"ENSG00000135249" 9
"ENSG00000135040" 15
"ENSG00000164821" 4
"ENSG00000198937" 1
"ENSG00000143867" 7
"ENSG00000269556" 5
"ENSG00000126953" 1
"ENSG00000137338" 23
"ENSG00000169598" 3
"ENSG00000255359" 2
"ENSG00000160049" 3
"ENSG00000198042" 7
"ENSG00000197766" 8
"ENSG00000175084" 15
"ENSG00000171711" 1
"ENSG00000164825" 3
"ENSG00000055950" 2
"ENSG00000163376" 11
"ENSG00000177058" 8
"ENSG00000100473" 12
"ENSG00000183250" 3
"ENSG00000152034" 24
"ENSG00000105793" 10
"ENSG00000154930" 9
"ENSG00000139767" 41
"ENSG00000197417" 5
"ENSG00000159674" 10
"ENSG00000255150" 6
"ENSG00000186714" 23
"ENSG00000100462" 13
"ENSG00000164294" 2
"ENSG00000079337" 21
"ENSG00000142089" 1
"ENSG00000137693" 9
"ENSG00000164346" 2
"ENSG00000106771" 7
"ENSG00000260230" 6
"ENSG00000126216" 10
"ENSG00000177479" 9
"ENSG00000153774" 3
"ENSG00000276432" 3
"ENSG00000138802" 24
"ENSG00000141569" 8
"ENSG00000092929" 20
"ENSG00000070759" 8
"ENSG00000130560" 4
"ENSG00000145354" 2
"ENSG00000169217" 6
"ENSG00000164040" 1
"ENSG00000103502" 4
"ENSG00000152049" 5
"ENSG00000182985" 10
"ENSG00000189369" 11
"ENSG00000139112" 4
"ENSG00000104324" 13
"ENSG00000080986" 10
"ENSG00000101443" 2
"ENSG00000164871" 1
"ENSG00000176788" 6
"ENSG00000133027" 4
"ENSG00000064225" 14
"ENSG00000131788" 8
"ENSG00000177238" 3
"ENSG00000196440" 6
"ENSG00000131055" 4
"ENSG00000186496" 6
"ENSG00000133454" 102
"ENSG00000251258" 9
"ENSG00000227059" 14
"ENSG00000170275" 7
"ENSG00000100568" 1
"ENSG00000108828" 6
"ENSG00000135316" 16
"ENSG00000121236" 14
"ENSG00000196715" 4
"ENSG00000186190" 13
"ENSG00000164466" 6
"ENSG00000101844" 6
"ENSG00000165675" 13
"ENSG00000115694" 6
"ENSG00000198722" 30
"ENSG00000140396" 27
"ENSG00000149635" 26
"ENSG00000142453" 13
"ENSG00000228459" 3
"ENSG00000184925" 5
"ENSG00000155636" 11
"ENSG00000172938" 6
"ENSG00000215906" 17
"ENSG00000110243" 17
"ENSG00000176058" 8
"ENSG00000173124" 15
"ENSG00000204220" 2
"ENSG00000212864" 2
"ENSG00000198062" 2
"ENSG00000099968" 5
"ENSG00000137409" 7
"ENSG00000109919" 2
"ENSG00000204869" 2
"ENSG00000244694" 49
"ENSG00000128335" 4
"ENSG00000204687" 13
"ENSG00000182952" 3
"ENSG00000179456" 13
"ENSG00000212658" 6
"ENSG00000112343" 11
"ENSG00000183146" 1
"ENSG00000171148" 4
"ENSG00000170035" 8
"ENSG00000198689" 18
"ENSG00000100372" 5
"ENSG00000186212" 13
"ENSG00000149100" 9
"ENSG00000162231" 20
"ENSG00000159184" 6
"ENSG00000166025" 31
"ENSG00000144040" 8
