"V1" "V4"
"ENSG00000077097" 32
"ENSG00000067369" 35
"ENSG00000141510" 902
"ENSG00000184517" 10
"ENSG00000143514" 28
"ENSG00000214456" 9
"ENSG00000101384" 27
"ENSG00000135744" 13
"ENSG00000198900" 16
"ENSG00000138623" 13
"ENSG00000138615" 29
"ENSG00000144891" 17
"ENSG00000101146" 6
"ENSG00000180772" 18
"ENSG00000046651" 13
"ENSG00000134817" 17
"ENSG00000172482" 6
"ENSG00000101150" 2
"ENSG00000143847" 34
"ENSG00000120370" 10
"ENSG00000111907" 7
"ENSG00000031823" 6
"ENSG00000145414" 11
"ENSG00000111669" 6
"ENSG00000166387" 20
"ENSG00000171806" 4
"ENSG00000129167" 10
"ENSG00000110841" 17
"ENSG00000139624" 4
"ENSG00000198467" 6
"ENSG00000140416" 1
"ENSG00000139220" 48
"ENSG00000169297" 11
"ENSG00000101444" 7
"ENSG00000143248" 6
"ENSG00000136206" 2
"ENSG00000121380" 8
"ENSG00000078900" 11
"ENSG00000170836" 12
"ENSG00000224383" 2
"ENSG00000161791" 22
"ENSG00000106546" 17
"ENSG00000076554" 3
"ENSG00000011566" 22
"ENSG00000145192" 14
"ENSG00000146242" 5
"ENSG00000164099" 13
"ENSG00000213822" 11
"ENSG00000204472" 3
"ENSG00000174151" 2
"ENSG00000112461" 14
"ENSG00000143028" 6
"ENSG00000168131" 18
"ENSG00000166126" 9
"ENSG00000047410" 47
"ENSG00000081803" 26
"ENSG00000133112" 2
"ENSG00000146376" 12
"ENSG00000172236" 8
"ENSG00000274391" 68
"ENSG00000266173" 4
"ENSG00000143032" 10
"ENSG00000235890" 1
"ENSG00000165476" 4
"ENSG00000143549" 5
"ENSG00000171988" 48
"ENSG00000137364" 5
"ENSG00000177938" 11
"ENSG00000167460" 6
"ENSG00000179627" 4
"ENSG00000134900" 19
"ENSG00000175894" 29
"ENSG00000070476" 16
"ENSG00000115705" 69
"ENSG00000198157" 8
"ENSG00000123095" 14
"ENSG00000132704" 16
"ENSG00000135070" 3
"ENSG00000204618" 14
"ENSG00000176383" 7
"ENSG00000165623" 1
"ENSG00000107854" 16
"ENSG00000131323" 11
"ENSG00000127191" 12
"ENSG00000175104" 11
"ENSG00000082512" 12
"ENSG00000142002" 21
"ENSG00000196456" 12
"ENSG00000196391" 6
"ENSG00000181652" 1
"ENSG00000175093" 8
"ENSG00000185917" 9
"ENSG00000120798" 11
"ENSG00000124490" 8
"ENSG00000183844" 11
"ENSG00000177463" 9
"ENSG00000056558" 6
"ENSG00000185482" 6
"ENSG00000166598" 12
"ENSG00000166160" 1
"ENSG00000174516" 14
"ENSG00000148482" 32
"ENSG00000197646" 5
"ENSG00000188869" 27
"ENSG00000103855" 10
"ENSG00000197385" 11
"ENSG00000237412" 7
"ENSG00000130545" 2
"ENSG00000162687" 64
"ENSG00000165626" 8
"ENSG00000198556" 13
"ENSG00000148468" 21
"ENSG00000212724" 2
"ENSG00000109881" 11
"ENSG00000254470" 7
"ENSG00000181982" 13
"ENSG00000214753" 12
"ENSG00000183317" 24
"ENSG00000169218" 6
"ENSG00000177363" 6
"ENSG00000164932" 3
"ENSG00000165997" 4
"ENSG00000155893" 7
"ENSG00000241058" 5
"ENSG00000177675" 60
"ENSG00000165899" 89
"ENSG00000174948" 30
"ENSG00000197953" 16
"ENSG00000257446" 15
"ENSG00000148513" 96
"ENSG00000172159" 14
"ENSG00000229086" 3
"ENSG00000181036" 18
"ENSG00000148187" 6
"ENSG00000198965" 27
"ENSG00000204323" 1
"ENSG00000118680" 3
"ENSG00000197822" 5
"ENSG00000117069" 18
"ENSG00000111554" 12
"ENSG00000006659" 3
"ENSG00000133812" 33
"ENSG00000118518" 5
"ENSG00000187678" 10
"ENSG00000157851" 17
"ENSG00000124535" 6
"ENSG00000137210" 5
"ENSG00000171219" 29
"ENSG00000185046" 42
"ENSG00000107819" 2
"ENSG00000164574" 10
"ENSG00000158486" 123
"ENSG00000160803" 6
"ENSG00000172640" 10
"ENSG00000160216" 10
"ENSG00000221880" 2
"ENSG00000139287" 16
"ENSG00000102984" 7
"ENSG00000026652" 8
"ENSG00000188581" 1
"ENSG00000204532" 14
"ENSG00000173218" 7
"ENSG00000167528" 3
"ENSG00000158435" 10
"ENSG00000165953" 12
"ENSG00000133937" 8
"ENSG00000167550" 2
"ENSG00000091527" 4
"ENSG00000110074" 4
"ENSG00000169871" 18
"ENSG00000102710" 28
"ENSG00000124357" 4
"ENSG00000136011" 74
"ENSG00000178809" 2
"ENSG00000099974" 1
"ENSG00000128487" 26
"ENSG00000139370" 18
"ENSG00000175785" 4
"ENSG00000165115" 19
"ENSG00000100253" 2
"ENSG00000160714" 9
"ENSG00000143319" 3
"ENSG00000174343" 13
"ENSG00000174903" 4
"ENSG00000138756" 17
"ENSG00000198090" 6
"ENSG00000063322" 4
"ENSG00000212725" 7
"ENSG00000151952" 63
"ENSG00000171611" 6
"ENSG00000136950" 4
"ENSG00000143195" 21
"ENSG00000115286" 5
"ENSG00000152749" 6
"ENSG00000151338" 8
"ENSG00000068308" 3
"ENSG00000213020" 21
"ENSG00000104973" 9
"ENSG00000028203" 13
"ENSG00000179526" 7
"ENSG00000033030" 22
"ENSG00000155249" 28
"ENSG00000185946" 13
"ENSG00000165389" 1
"ENSG00000255804" 15
"ENSG00000198455" 9
"ENSG00000165591" 16
"ENSG00000176988" 11
"ENSG00000179562" 9
"ENSG00000180185" 1
"ENSG00000084628" 2
"ENSG00000197162" 4
"ENSG00000143643" 23
"ENSG00000133657" 30
"ENSG00000127220" 6
"ENSG00000198758" 18
"ENSG00000134371" 15
"ENSG00000101882" 11
"ENSG00000155287" 2
"ENSG00000213339" 9
"ENSG00000146755" 11
"ENSG00000198930" 4
"ENSG00000001497" 18
"ENSG00000178922" 6
"ENSG00000229809" 9
"ENSG00000178226" 15
"ENSG00000203780" 9
"ENSG00000148488" 13
"ENSG00000143314" 7
"ENSG00000136715" 13
"ENSG00000090432" 7
"ENSG00000180694" 10
"ENSG00000270898" 9
"ENSG00000182504" 13
"ENSG00000139988" 9
"ENSG00000151773" 4
"ENSG00000123594" 10
"ENSG00000102780" 19
"ENSG00000100121" 3
"ENSG00000135127" 7
"ENSG00000144451" 24
"ENSG00000185803" 9
"ENSG00000205084" 5
"ENSG00000123989" 13
"ENSG00000262246" 11
"ENSG00000134905" 6
"ENSG00000133135" 17
"ENSG00000204740" 80
"ENSG00000226763" 14
"ENSG00000169174" 10
"ENSG00000144644" 20
"ENSG00000186795" 18
"ENSG00000276135" 1
"ENSG00000168743" 9
"ENSG00000105939" 20
"ENSG00000204923" 5
"ENSG00000186188" 7
"ENSG00000147896" 3
"ENSG00000158714" 5
"ENSG00000144485" 4
"ENSG00000136213" 8
"ENSG00000139163" 13
"ENSG00000182117" 2
"ENSG00000127863" 14
"ENSG00000165125" 23
"ENSG00000173264" 11
"ENSG00000123685" 3
"ENSG00000175782" 1
"ENSG00000111291" 7
"ENSG00000103549" 21
"ENSG00000134030" 18
"ENSG00000204653" 5
"ENSG00000103056" 12
"ENSG00000181433" 34
"ENSG00000080007" 16
"ENSG00000182916" 1
"ENSG00000173726" 3
"ENSG00000115364" 8
"ENSG00000072182" 9
"ENSG00000176095" 5
"ENSG00000122548" 3
"ENSG00000136193" 20
"ENSG00000255307" 7
"ENSG00000107742" 9
"ENSG00000063176" 13
"ENSG00000023287" 31
"ENSG00000044090" 22
"ENSG00000141642" 5
"ENSG00000070950" 9
"ENSG00000101489" 19
"ENSG00000068400" 10
"ENSG00000152503" 18
"ENSG00000134153" 7
"ENSG00000198089" 21
"ENSG00000139436" 14
"ENSG00000141965" 8
"ENSG00000263155" 12
"ENSG00000181192" 21
"ENSG00000159658" 8
"ENSG00000139496" 12
"ENSG00000196428" 17
"ENSG00000135763" 16
"ENSG00000079999" 31
"ENSG00000149150" 11
"ENSG00000176049" 32
"ENSG00000144283" 26
"ENSG00000165304" 10
"ENSG00000106785" 1
"ENSG00000131626" 41
"ENSG00000183309" 14
"ENSG00000174611" 17
"ENSG00000110675" 20
"ENSG00000166111" 12
"ENSG00000106992" 2
"ENSG00000196782" 15
"ENSG00000004455" 6
"ENSG00000162433" 2
"ENSG00000196660" 15
"ENSG00000100413" 4
"ENSG00000158480" 13
"ENSG00000142208" 19
"ENSG00000132694" 25
"ENSG00000100433" 24
"ENSG00000105221" 9
"ENSG00000184867" 13
"ENSG00000116285" 15
"ENSG00000198826" 25
"ENSG00000164649" 11
"ENSG00000116675" 19
"ENSG00000110237" 33
"ENSG00000095970" 3
"ENSG00000129467" 29
"ENSG00000135426" 18
"ENSG00000089472" 45
"ENSG00000182333" 13
"ENSG00000155849" 22
"ENSG00000189409" 1
"ENSG00000112365" 7
"ENSG00000225190" 3
"ENSG00000148218" 7
"ENSG00000124731" 7
"ENSG00000171208" 14
"ENSG00000023330" 6
"ENSG00000056736" 6
"ENSG00000166342" 36
"ENSG00000158578" 13
"ENSG00000118434" 13
"ENSG00000163631" 63
"ENSG00000170017" 14
"ENSG00000101986" 11
"ENSG00000132819" 2
"ENSG00000165092" 8
"ENSG00000147481" 37
"ENSG00000111275" 6
"ENSG00000227345" 7
"ENSG00000168806" 19
"ENSG00000174460" 9
"ENSG00000108602" 10
"ENSG00000108797" 20
"ENSG00000101003" 5
"ENSG00000137124" 13
"ENSG00000117461" 11
"ENSG00000226777" 10
"ENSG00000034693" 4
"ENSG00000166507" 12
"ENSG00000133065" 8
"ENSG00000148426" 6
"ENSG00000171617" 6
"ENSG00000184117" 8
"ENSG00000169554" 53
"ENSG00000128708" 10
"ENSG00000198920" 15
"ENSG00000172375" 12
"ENSG00000006607" 12
"ENSG00000137270" 7
"ENSG00000178567" 8
"ENSG00000172748" 15
"ENSG00000007237" 11
"ENSG00000198853" 17
"ENSG00000184254" 15
"ENSG00000110693" 16
"ENSG00000006534" 8
"ENSG00000172554" 40
"ENSG00000197933" 15
"ENSG00000136731" 33
"ENSG00000132746" 9
"ENSG00000143149" 21
"ENSG00000176407" 12
"ENSG00000158201" 7
"ENSG00000072210" 8
"ENSG00000173208" 31
"ENSG00000132199" 10
"ENSG00000197622" 1
"ENSG00000149925" 5
"ENSG00000145075" 41
"ENSG00000174562" 9
"ENSG00000168843" 46
"ENSG00000155714" 8
"ENSG00000077943" 42
"ENSG00000111731" 23
"ENSG00000136872" 20
"ENSG00000198948" 8
"ENSG00000069424" 12
"ENSG00000213397" 8
"ENSG00000143127" 26
"ENSG00000033327" 11
"ENSG00000130827" 36
"ENSG00000167646" 9
"ENSG00000077147" 14
"ENSG00000185885" 2
"ENSG00000163636" 3
"ENSG00000172794" 5
"ENSG00000060138" 4
"ENSG00000008838" 11
"ENSG00000170893" 4
"ENSG00000198799" 11
"ENSG00000139428" 3
"ENSG00000175264" 19
"ENSG00000174417" 21
"ENSG00000141582" 17
"ENSG00000166436" 21
"ENSG00000038382" 57
"ENSG00000109625" 30
"ENSG00000187391" 52
"ENSG00000163468" 8
"ENSG00000141030" 10
"ENSG00000109107" 4
"ENSG00000085662" 9
"ENSG00000171094" 43
"ENSG00000108839" 13
"ENSG00000077044" 18
"ENSG00000196422" 22
"ENSG00000203797" 9
"ENSG00000143702" 9
"ENSG00000149091" 24
"ENSG00000137261" 26
"ENSG00000153933" 15
"ENSG00000135837" 57
"ENSG00000246627" 1
"ENSG00000186115" 15
"ENSG00000177380" 23
"ENSG00000100342" 3
"ENSG00000137478" 5
"ENSG00000119682" 14
"ENSG00000018510" 15
"ENSG00000150961" 10
"ENSG00000163320" 2
"ENSG00000132842" 26
"ENSG00000058673" 19
"ENSG00000143013" 5
"ENSG00000198586" 10
"ENSG00000087842" 7
"ENSG00000142207" 41
"ENSG00000012779" 22
"ENSG00000132965" 3
"ENSG00000179477" 12
"ENSG00000161905" 9
"ENSG00000179593" 14
"ENSG00000163295" 19
"ENSG00000162551" 12
"ENSG00000043039" 9
"ENSG00000143379" 38
"ENSG00000087077" 10
"ENSG00000166181" 9
"ENSG00000134072" 11
"ENSG00000198961" 9
"ENSG00000064787" 23
"ENSG00000154174" 5
"ENSG00000144935" 18
"ENSG00000196313" 11
"ENSG00000134107" 9
"ENSG00000138741" 29
"ENSG00000089022" 10
"ENSG00000168016" 60
"ENSG00000136111" 16
"ENSG00000072315" 35
"ENSG00000079335" 14
"ENSG00000116698" 27
"ENSG00000133107" 46
"ENSG00000173991" 2
"ENSG00000142185" 44
"ENSG00000033800" 8
"ENSG00000130703" 5
"ENSG00000137672" 31
"ENSG00000081377" 4
"ENSG00000072422" 10
"ENSG00000163283" 6
"ENSG00000166860" 10
"ENSG00000223601" 14
"ENSG00000214097" 6
"ENSG00000156150" 4
"ENSG00000178522" 15
"ENSG00000106927" 9
"ENSG00000139292" 25
"ENSG00000067445" 37
"ENSG00000142748" 2
"ENSG00000092203" 7
"ENSG00000117475" 6
"ENSG00000145833" 14
"ENSG00000100296" 12
"ENSG00000100726" 19
"ENSG00000117009" 23
"ENSG00000196663" 25
"ENSG00000065609" 44
"ENSG00000139726" 5
"ENSG00000110514" 25
"ENSG00000143569" 19
"ENSG00000160214" 5
"ENSG00000185518" 14
"ENSG00000112367" 20
"ENSG00000160209" 6
"ENSG00000172031" 10
"ENSG00000117600" 23
"ENSG00000143753" 6
"ENSG00000074590" 20
"ENSG00000123505" 13
"ENSG00000125363" 2
"ENSG00000099721" 3
"ENSG00000159461" 12
"ENSG00000104899" 11
"ENSG00000135409" 11
"ENSG00000183530" 34
"ENSG00000104447" 54
"ENSG00000185324" 1
"ENSG00000100426" 18
"ENSG00000165630" 7
"ENSG00000053371" 5
"ENSG00000180228" 3
"ENSG00000131435" 6
"ENSG00000147044" 9
"ENSG00000074660" 10
"ENSG00000165699" 29
"ENSG00000115661" 8
"ENSG00000211460" 1
"ENSG00000241697" 10
"ENSG00000116748" 35
"ENSG00000116337" 8
"ENSG00000088247" 16
"ENSG00000133805" 21
"ENSG00000078053" 40
"ENSG00000136717" 2
"ENSG00000145020" 5
"ENSG00000187733" 1
"ENSG00000243480" 14
"ENSG00000079277" 5
"ENSG00000165409" 29
"ENSG00000134200" 5
"ENSG00000116918" 5
"ENSG00000189241" 8
"ENSG00000240038" 22
"ENSG00000167656" 2
"ENSG00000214274" 1
"ENSG00000154188" 26
"ENSG00000074319" 9
"ENSG00000091879" 8
"ENSG00000029534" 63
"ENSG00000145362" 93
"ENSG00000151150" 100
"ENSG00000103197" 30
"ENSG00000157045" 4
"ENSG00000128311" 3
"ENSG00000168259" 8
"ENSG00000113312" 6
"ENSG00000243725" 6
"ENSG00000182670" 29
"ENSG00000166825" 23
"ENSG00000151729" 4
"ENSG00000005022" 8
"ENSG00000169100" 5
"ENSG00000181649" 4
"ENSG00000184933" 19
"ENSG00000166402" 9
"ENSG00000137561" 6
"ENSG00000127824" 11
"ENSG00000118271" 7
"ENSG00000198033" 21
"ENSG00000125482" 12
"ENSG00000183569" 4
"ENSG00000155657" 589
"ENSG00000204060" 4
"ENSG00000112742" 30
"ENSG00000143367" 8
"ENSG00000104804" 10
"ENSG00000112041" 23
"ENSG00000154655" 36
"ENSG00000078246" 6
"ENSG00000164332" 2
"ENSG00000164209" 4
"ENSG00000198674" 25
"ENSG00000137267" 7
"ENSG00000164411" 4
"ENSG00000178952" 1
"ENSG00000131462" 5
"ENSG00000105397" 18
"ENSG00000198431" 23
"ENSG00000077498" 26
"ENSG00000176890" 4
"ENSG00000172497" 18
"ENSG00000122691" 4
"ENSG00000100084" 18
"ENSG00000186827" 1
"ENSG00000117586" 6
"ENSG00000197124" 16
"ENSG00000136810" 2
"ENSG00000074966" 12
"ENSG00000197683" 9
"ENSG00000188868" 14
"ENSG00000163395" 13
"ENSG00000171989" 1
"ENSG00000140993" 7
"ENSG00000214413" 1
"ENSG00000161888" 4
"ENSG00000165948" 1
"ENSG00000198944" 8
"ENSG00000164953" 28
"ENSG00000164403" 10
"ENSG00000158292" 10
"ENSG00000244486" 14
"ENSG00000270011" 9
"ENSG00000187838" 4
"ENSG00000249693" 16
"ENSG00000139263" 23
"ENSG00000170426" 14
"ENSG00000183747" 22
"ENSG00000154099" 22
"ENSG00000179922" 2
"ENSG00000188215" 6
"ENSG00000171443" 2
"ENSG00000188730" 16
"ENSG00000125434" 4
"ENSG00000143552" 46
"ENSG00000174547" 3
"ENSG00000173093" 20
"ENSG00000143436" 9
"ENSG00000196535" 43
"ENSG00000169288" 6
"ENSG00000166839" 5
"ENSG00000103034" 7
"ENSG00000196850" 2
"ENSG00000136021" 23
"ENSG00000204130" 11
"ENSG00000166831" 9
"ENSG00000131634" 6
"ENSG00000196642" 10
"ENSG00000129667" 13
"ENSG00000157315" 3
"ENSG00000114982" 7
"ENSG00000126107" 12
"ENSG00000163872" 23
"ENSG00000162373" 12
"ENSG00000100416" 5
"ENSG00000071205" 13
"ENSG00000118242" 3
"ENSG00000005175" 13
"ENSG00000187240" 86
"ENSG00000185475" 5
"ENSG00000189057" 15
"ENSG00000185634" 11
"ENSG00000225697" 13
"ENSG00000110328" 13
"ENSG00000233932" 2
"ENSG00000145365" 2
"ENSG00000158828" 5
"ENSG00000140057" 25
"ENSG00000178217" 5
"ENSG00000162552" 3
"ENSG00000007392" 7
"ENSG00000170891" 7
"ENSG00000151474" 17
"ENSG00000175115" 15
"ENSG00000086589" 5
"ENSG00000067836" 7
"ENSG00000130305" 7
"ENSG00000101323" 19
"ENSG00000176108" 6
"ENSG00000186280" 21
"ENSG00000180801" 20
"ENSG00000067704" 21
"ENSG00000128039" 6
"ENSG00000157927" 38
"ENSG00000174574" 3
"ENSG00000167608" 22
"ENSG00000103043" 17
"ENSG00000120137" 8
"ENSG00000129680" 20
"ENSG00000188211" 6
"ENSG00000147316" 14
"ENSG00000105197" 1
"ENSG00000170584" 3
"ENSG00000113812" 14
"ENSG00000213801" 6
"ENSG00000181588" 13
"ENSG00000251201" 9
"ENSG00000141560" 4
"ENSG00000160703" 14
"ENSG00000197415" 20
"ENSG00000181894" 9
"ENSG00000111325" 5
"ENSG00000138399" 18
"ENSG00000163029" 23
"ENSG00000134258" 8
"ENSG00000106772" 71
"ENSG00000187105" 14
"ENSG00000198858" 4
"ENSG00000183273" 28
"ENSG00000182087" 10
"ENSG00000175398" 14
"ENSG00000154227" 12
"ENSG00000140398" 10
"ENSG00000173281" 4
"ENSG00000169087" 8
"ENSG00000166848" 10
"ENSG00000108406" 9
"ENSG00000128915" 10
"ENSG00000175895" 5
"ENSG00000151883" 20
"ENSG00000125246" 8
"ENSG00000179615" 17
"ENSG00000125871" 3
"ENSG00000165185" 17
"ENSG00000197093" 9
"ENSG00000151576" 8
"ENSG00000172469" 7
"ENSG00000196449" 2
"ENSG00000119703" 3
"ENSG00000119514" 15
"ENSG00000160396" 8
"ENSG00000165061" 16
"ENSG00000119231" 17
"ENSG00000198028" 36
"ENSG00000162378" 17
"ENSG00000160472" 2
"ENSG00000205045" 23
"ENSG00000256870" 27
"ENSG00000068615" 7
"ENSG00000102977" 14
"ENSG00000062194" 9
"ENSG00000173166" 16
"ENSG00000128573" 20
"ENSG00000175048" 7
"ENSG00000151725" 6
"ENSG00000164576" 3
"ENSG00000120458" 3
"ENSG00000127954" 28
"ENSG00000099958" 4
"ENSG00000158525" 14
"ENSG00000205846" 7
"ENSG00000164303" 11
"ENSG00000259803" 5
"ENSG00000144426" 47
"ENSG00000100068" 3
"ENSG00000197712" 15
"ENSG00000118420" 9
"ENSG00000136925" 8
"ENSG00000172568" 8
"ENSG00000181381" 35
"ENSG00000167981" 7
"ENSG00000157368" 6
"ENSG00000162069" 9
"ENSG00000149043" 8
"ENSG00000155755" 8
"ENSG00000196597" 14
"ENSG00000138395" 8
"ENSG00000104970" 29
"ENSG00000204403" 17
"ENSG00000125821" 8
"ENSG00000040608" 4
"ENSG00000167470" 6
"ENSG00000184497" 14
"ENSG00000172932" 9
"ENSG00000137494" 6
"ENSG00000141994" 13
"ENSG00000137628" 49
"ENSG00000179914" 10
"ENSG00000139116" 37
"ENSG00000124225" 8
"ENSG00000079691" 40
"ENSG00000168564" 6
"ENSG00000056277" 9
"ENSG00000088448" 3
"ENSG00000154975" 16
"ENSG00000158528" 50
"ENSG00000166002" 1
"ENSG00000267909" 19
"ENSG00000162039" 10
"ENSG00000152061" 24
"ENSG00000112679" 17
"ENSG00000183624" 7
"ENSG00000138757" 16
"ENSG00000198837" 21
"ENSG00000120533" 3
"ENSG00000101311" 15
"ENSG00000167770" 7
"ENSG00000004766" 26
"ENSG00000176454" 6
"ENSG00000011028" 33
"ENSG00000088280" 18
"ENSG00000183304" 8
"ENSG00000162413" 12
"ENSG00000186654" 4
"ENSG00000076924" 15
"ENSG00000159164" 15
"ENSG00000089177" 26
"ENSG00000196220" 24
"ENSG00000102043" 18
"ENSG00000188162" 84
"ENSG00000116774" 12
"ENSG00000242802" 19
"ENSG00000135905" 51
"ENSG00000175110" 7
"ENSG00000122965" 21
"ENSG00000158636" 19
"ENSG00000187268" 5
"ENSG00000141258" 18
"ENSG00000089123" 13
"ENSG00000168958" 5
"ENSG00000177138" 11
"ENSG00000176595" 9
"ENSG00000022840" 14
"ENSG00000149133" 40
"ENSG00000172464" 15
"ENSG00000099256" 4
"ENSG00000148396" 44
"ENSG00000205309" 6
"ENSG00000114021" 5
"ENSG00000066654" 4
"ENSG00000018699" 16
"ENSG00000104907" 8
"ENSG00000178078" 6
"ENSG00000143499" 7
"ENSG00000119760" 13
"ENSG00000136699" 4
"ENSG00000187747" 12
"ENSG00000064270" 22
"ENSG00000110497" 26
"ENSG00000133069" 13
"ENSG00000153786" 7
"ENSG00000006740" 27
"ENSG00000085998" 9
"ENSG00000116199" 4
"ENSG00000152595" 21
"ENSG00000010292" 18
"ENSG00000143355" 8
"ENSG00000172379" 16
"ENSG00000264522" 21
"ENSG00000215421" 40
"ENSG00000120659" 12
"ENSG00000198265" 29
"ENSG00000147509" 11
"ENSG00000204300" 13
"ENSG00000181518" 18
"ENSG00000147804" 8
"ENSG00000182175" 17
"ENSG00000140527" 22
"ENSG00000137817" 19
"ENSG00000135046" 9
"ENSG00000147121" 3
"ENSG00000182718" 5
"ENSG00000065491" 7
"ENSG00000092140" 15
"ENSG00000066557" 16
"ENSG00000105251" 10
"ENSG00000135473" 16
"ENSG00000147642" 25
"ENSG00000138772" 7
"ENSG00000168795" 13
"ENSG00000196975" 6
"ENSG00000144711" 14
"ENSG00000171316" 61
"ENSG00000164111" 8
"ENSG00000184677" 22
"ENSG00000024526" 12
"ENSG00000197043" 17
"ENSG00000118193" 27
"ENSG00000100221" 5
"ENSG00000123684" 6
"ENSG00000116688" 17
"ENSG00000067113" 5
"ENSG00000093217" 17
"ENSG00000141934" 4
"ENSG00000172939" 9
"ENSG00000181355" 6
"ENSG00000008226" 28
"ENSG00000157036" 8
"ENSG00000129968" 2
"ENSG00000187676" 13
"ENSG00000149679" 6
"ENSG00000085415" 3
"ENSG00000185818" 2
"ENSG00000188993" 26
"ENSG00000119686" 10
"ENSG00000121621" 16
"ENSG00000138279" 8
"ENSG00000177706" 11
"ENSG00000184635" 13
"ENSG00000122359" 12
"ENSG00000119431" 1
"ENSG00000104537" 8
"ENSG00000172766" 16
"ENSG00000136250" 12
"ENSG00000092094" 3
"ENSG00000087152" 5
"ENSG00000111058" 36
"ENSG00000131480" 18
"ENSG00000133243" 5
"ENSG00000186567" 8
"ENSG00000103047" 18
"ENSG00000204363" 6
"ENSG00000138356" 30
"ENSG00000115840" 18
"ENSG00000204103" 6
"ENSG00000135083" 10
"ENSG00000120868" 25
"ENSG00000105499" 18
"ENSG00000241399" 3
"ENSG00000164978" 5
"ENSG00000087269" 9
"ENSG00000080608" 13
"ENSG00000139832" 6
"ENSG00000147421" 7
"ENSG00000175336" 1
"ENSG00000125386" 27
"ENSG00000174944" 10
"ENSG00000145220" 7
"ENSG00000139547" 8
"ENSG00000173320" 21
"ENSG00000118263" 9
"ENSG00000152784" 17
"ENSG00000198924" 12
"ENSG00000164256" 65
"ENSG00000175792" 7
"ENSG00000163219" 23
"ENSG00000066455" 9
"ENSG00000113231" 23
"ENSG00000125430" 10
"ENSG00000169093" 16
"ENSG00000139574" 3
"ENSG00000182601" 29
"ENSG00000065883" 37
"ENSG00000187398" 29
"ENSG00000184108" 26
"ENSG00000211584" 5
"ENSG00000128789" 2
"ENSG00000107282" 23
"ENSG00000145912" 2
"ENSG00000170222" 3
"ENSG00000187054" 20
"ENSG00000034053" 19
"ENSG00000060642" 5
"ENSG00000104047" 7
"ENSG00000166313" 23
"ENSG00000114439" 22
"ENSG00000163697" 13
"ENSG00000164941" 16
"ENSG00000170325" 17
"ENSG00000134982" 120
"ENSG00000022556" 40
"ENSG00000019485" 11
"ENSG00000204852" 12
"ENSG00000204952" 10
"ENSG00000132703" 15
"ENSG00000135956" 5
"ENSG00000090661" 6
"ENSG00000160224" 10
"ENSG00000124243" 5
"ENSG00000163389" 10
"ENSG00000006831" 12
"ENSG00000164062" 11
"ENSG00000138768" 12
"ENSG00000205758" 6
"ENSG00000164604" 15
"ENSG00000177614" 16
"ENSG00000100823" 4
"ENSG00000155495" 72
"ENSG00000184194" 7
"ENSG00000083817" 15
"ENSG00000110330" 11
"ENSG00000162407" 12
"ENSG00000070423" 7
"ENSG00000197798" 3
"ENSG00000113739" 10
"ENSG00000131459" 17
"ENSG00000171163" 5
"ENSG00000100483" 6
"ENSG00000166405" 12
"ENSG00000071127" 8
"ENSG00000163618" 32
"ENSG00000101935" 10
"ENSG00000140455" 7
"ENSG00000025423" 4
"ENSG00000013364" 15
"ENSG00000092445" 14
"ENSG00000182168" 34
"ENSG00000137996" 5
"ENSG00000162344" 3
"ENSG00000141293" 17
"ENSG00000089057" 10
"ENSG00000187775" 98
"ENSG00000170482" 5
"ENSG00000158985" 1
"ENSG00000174226" 10
"ENSG00000163749" 24
"ENSG00000023445" 14
"ENSG00000104381" 6
"ENSG00000083838" 7
"ENSG00000130338" 26
"ENSG00000161940" 8
"ENSG00000101966" 7
"ENSG00000186469" 4
"ENSG00000166135" 5
"ENSG00000146828" 16
"ENSG00000089685" 2
"ENSG00000124228" 18
"ENSG00000163050" 13
"ENSG00000111879" 26
"ENSG00000105290" 21
"ENSG00000196504" 17
"ENSG00000178585" 2
"ENSG00000140598" 11
"ENSG00000084234" 10
"ENSG00000137145" 25
"ENSG00000144306" 9
"ENSG00000118137" 7
"ENSG00000182446" 17
"ENSG00000163808" 17
"ENSG00000196159" 153
"ENSG00000158874" 2
"ENSG00000106608" 15
"ENSG00000110244" 12
"ENSG00000106993" 4
"ENSG00000111666" 12
"ENSG00000176714" 2
"ENSG00000084674" 146
"ENSG00000073282" 28
"ENSG00000002587" 11
"ENSG00000111701" 14
"ENSG00000135655" 22
"ENSG00000125449" 1
"ENSG00000183527" 5
"ENSG00000153976" 9
"ENSG00000171109" 15
"ENSG00000064490" 4
"ENSG00000122254" 21
"ENSG00000089916" 5
"ENSG00000126106" 9
"ENSG00000163638" 49
"ENSG00000012504" 25
"ENSG00000253953" 27
"ENSG00000124789" 22
"ENSG00000143257" 7
"ENSG00000196139" 17
"ENSG00000174738" 13
"ENSG00000221983" 2
"ENSG00000164626" 8
"ENSG00000110852" 5
"ENSG00000170315" 3
"ENSG00000166341" 59
"ENSG00000173992" 2
"ENSG00000117425" 18
"ENSG00000215193" 4
"ENSG00000130208" 1
"ENSG00000103375" 5
"ENSG00000219481" 16
"ENSG00000136104" 3
"ENSG00000148832" 10
"ENSG00000234906" 4
"ENSG00000100796" 7
"ENSG00000110245" 3
"ENSG00000158089" 25
"ENSG00000167799" 1
"ENSG00000112494" 10
"ENSG00000163166" 12
"ENSG00000161981" 3
"ENSG00000189058" 4
"ENSG00000203883" 3
"ENSG00000152683" 14
